"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C1898408959","C38559733","TRANSFER","732198.35","3246"
"C2105445146","C10585515","CASH_OUT","732198.35","3247"
"C1430919523","C437800178","TRANSFER","731113.99","3248"
"C697413376","C1918590482","CASH_OUT","731113.99","3249"
"C1166383807","C522357806","TRANSFER","730677.5","3250"
"C512720959","C1056205727","CASH_OUT","730677.5","3251"
"C1283613009","C1291527211","CASH_OUT","730574.39","3252"
"C1671411740","C2033875224","TRANSFER","730574.39","3253"
"C1326188637","C1097922403","TRANSFER","729078.34","3254"
"C1723552410","C1531239198","CASH_OUT","729078.34","3255"
"C586820687","C925691503","TRANSFER","728256.03","3256"
"C71817191","C1195588352","CASH_OUT","728256.03","3257"
"C2139851324","C1773055339","TRANSFER","727792.98","3258"
"C786298819","C1428966428","CASH_OUT","727792.98","3259"
"C1803571079","C1642306592","TRANSFER","724414.43","3260"
"C189532677","C741569434","CASH_OUT","724414.43","3261"
"C1765244113","C737913546","TRANSFER","724264.21","3262"
"C2035780043","C657085942","CASH_OUT","724264.21","3263"
"C452762754","C66230253","TRANSFER","723915.85","3264"
"C574146734","C1608490810","CASH_OUT","723915.85","3265"
"C1106941921","C130285450","TRANSFER","723782.37","3266"
"C1529205180","C1010068445","CASH_OUT","723782.37","3267"
"C385531487","C674306325","TRANSFER","722832.95","3268"
"C707039983","C100431989","CASH_OUT","722832.95","3269"
"C1429215839","C1401928307","TRANSFER","722380.88","3270"
"C207317063","C1419788780","CASH_OUT","722380.88","3271"
"C1354307131","C2111981728","TRANSFER","718350.64","3272"
"C474888989","C234115776","CASH_OUT","718350.64","3273"
"C1696223343","C1922098798","CASH_OUT","717046.74","3274"
"C1732292791","C1402438091","TRANSFER","717046.74","3275"
"C178061397","C1590888168","TRANSFER","716273.17","3276"
"C1917556280","C1744308202","CASH_OUT","716273.17","3277"
"C1570281685","C1181841918","TRANSFER","715662.13","3278"
"C2012265983","C1680177404","CASH_OUT","715662.13","3279"
"C1835708623","C1881116283","CASH_OUT","714218.48","3280"
"C454938739","C482986731","TRANSFER","714218.48","3281"
"C1514010687","C854835248","CASH_OUT","713404.6","3282"
"C278286115","C1132642715","TRANSFER","713404.6","3283"
"C1926307448","C143244543","TRANSFER","712488.25","3284"
"C564491886","C141365964","CASH_OUT","712488.25","3285"
"C1372327870","C608537873","TRANSFER","711932.67","3286"
"C224350249","C1555994470","CASH_OUT","711932.67","3287"
"C1689637064","C470068344","CASH_OUT","710385.55","3288"
"C845451769","C453650328","TRANSFER","710385.55","3289"
"C1239512802","C1688563256","TRANSFER","709950.57","3290"
"C1251020592","C723136317","CASH_OUT","709950.57","3291"
"C1301979362","C1733162010","TRANSFER","707870.44","3292"
"C858947550","C1933220701","CASH_OUT","707870.44","3293"
"C197049364","C523103800","CASH_OUT","705647.68","3294"
"C2091895045","C1852963634","TRANSFER","705647.68","3295"
"C226825556","C526627730","TRANSFER","705529.08","3296"
"C722954269","C1084850642","CASH_OUT","705529.08","3297"
"C1183135461","C1446253105","TRANSFER","704328.29","3298"
"C247084608","C359887652","CASH_OUT","704328.29","3299"
"C1086283812","C575658952","TRANSFER","703882.14","3300"
"C536229178","C1631425585","CASH_OUT","703882.14","3301"
"C199695016","C1584778754","TRANSFER","703833.48","3302"
"C973257095","C782817814","CASH_OUT","703833.48","3303"
"C1136940634","C1710133326","CASH_OUT","703135.43","3304"
"C641091675","C1483704749","TRANSFER","703135.43","3305"
"C1264740364","C1367862566","TRANSFER","701707.89","3306"
"C906024214","C322369737","CASH_OUT","701707.89","3307"
"C1124257950","C1620887642","CASH_OUT","701697.49","3308"
"C949298943","C30912856","TRANSFER","701697.49","3309"
"C1422133318","C548676992","TRANSFER","701168.78","3310"
"C1795901064","C1652576276","CASH_OUT","701168.78","3311"
"C2113506271","C1469541574","CASH_OUT","700523.69","3312"
"C557416000","C1372402495","TRANSFER","700523.69","3313"
"C103568596","C1742143760","CASH_OUT","699183.61","3314"
"C735610108","C1408037662","TRANSFER","699183.61","3315"
"C1380882097","C234169662","TRANSFER","697652.19","3316"
"C525332460","C317265884","CASH_OUT","697652.19","3317"
"C647787340","C1915139029","TRANSFER","697226.2","3318"
"C853309342","C643624257","CASH_OUT","697226.2","3319"
"C725915377","C1656726101","CASH_OUT","696763.08","3320"
"C968403759","C1524019269","TRANSFER","696763.08","3321"
"C120775344","C188876260","CASH_OUT","696575.46","3322"
"C492478003","C29466655","TRANSFER","696575.46","3323"
"C1799581690","C1865178469","CASH_OUT","692984.55","3324"
"C548545362","C373573022","TRANSFER","692984.55","3325"
"C1171643689","C1443148834","CASH_OUT","692895.24","3326"
"C2142345212","C1337488224","TRANSFER","692895.24","3327"
"C1785747825","C1989613920","TRANSFER","692743.57","3328"
"C1891204803","C1400173995","CASH_OUT","692743.57","3329"
"C435003043","C1552080163","TRANSFER","692654.27","3330"
"C87360228","C1275559183","CASH_OUT","692654.27","3331"
"C1283193575","C1577097476","TRANSFER","690510.31","3332"
"C1587643191","C1346914355","CASH_OUT","690510.31","3333"
"C1476270190","C83742367","CASH_OUT","688473.32","3334"
"C1924852703","C43802286","TRANSFER","688473.32","3335"
"C1899112763","C362018196","CASH_OUT","688034.32","3336"
"C939293281","C1381364691","TRANSFER","688034.32","3337"
"C1223486306","C964592362","TRANSFER","684796.16","3338"
"C1555882195","C644163395","CASH_OUT","684796.16","3339"
"C1873188115","C315115812","TRANSFER","684266.09","3340"
"C867732679","C1122391470","CASH_OUT","684266.09","3341"
"C767035250","C870958103","TRANSFER","684174.46","3342"
"C810055905","C1167066573","CASH_OUT","684174.46","3343"
"C1780509155","C393947373","TRANSFER","682309.83","3344"
"C1810820401","C475334317","CASH_OUT","682309.83","3345"
"C1460251004","C1783331478","TRANSFER","682063.33","3346"
"C1854965389","C1299909889","CASH_OUT","682063.33","3347"
"C1600390479","C909892782","TRANSFER","681525.62","3348"
"C343064779","C851594091","CASH_OUT","681525.62","3349"
"C1124786108","C1894579301","TRANSFER","681007.64","3350"
"C1824809477","C1850161112","CASH_OUT","681007.64","3351"
"C2009706800","C215387112","TRANSFER","680224.41","3352"
"C2094995286","C1259079602","CASH_OUT","680224.41","3353"
"C722109752","C43114733","TRANSFER","678058.75","3354"
"C9701690","C617022852","CASH_OUT","678058.75","3355"
"C2082620262","C492841836","CASH_OUT","677563.22","3356"
"C380436221","C390478316","TRANSFER","677563.22","3357"
"C1295540356","C1130686402","CASH_OUT","677503.25","3358"
"C1439879444","C1677398142","TRANSFER","677503.25","3359"
"C1681616324","C624338694","CASH_OUT","676913.69","3360"
"C1687942952","C2049734595","TRANSFER","676913.69","3361"
"C1627918307","C1636966593","TRANSFER","676882.33","3362"
"C99220125","C1618535858","CASH_OUT","676882.33","3363"
"C154212994","C674401902","CASH_OUT","674541.55","3364"
"C418612921","C1678643281","TRANSFER","674541.55","3365"
"C1578662968","C620731531","TRANSFER","673722.73","3366"
"C330958414","C1015835310","CASH_OUT","673722.73","3367"
"C1360389351","C1009791419","CASH_OUT","672812.53","3368"
"C816315846","C1817291086","TRANSFER","672812.53","3369"
"C1839099341","C1683016763","TRANSFER","671516.68","3370"
"C213707796","C1017891074","CASH_OUT","671516.68","3371"
"C1661993840","C109645047","CASH_OUT","671406.79","3372"
"C1713204236","C1583299805","TRANSFER","671406.79","3373"
"C1357770570","C1491918880","TRANSFER","669627.43","3374"
"C390395645","C725115961","CASH_OUT","669627.43","3375"
"C1679714245","C45579719","TRANSFER","669536.75","3376"
"C776030932","C407092830","CASH_OUT","669536.75","3377"
"C2116089782","C1859562706","TRANSFER","668595.91","3378"
"C835134180","C57292104","CASH_OUT","668595.91","3379"
"C1683665748","C637708018","TRANSFER","668473.23","3380"
"C718351152","C425934297","CASH_OUT","668473.23","3381"
"C1893589234","C907656239","TRANSFER","668273.94","3382"
"C296594494","C1319991270","CASH_OUT","668273.94","3383"
"C1449311251","C1975743671","TRANSFER","667733.81","3384"
"C1561647393","C471381554","CASH_OUT","667733.81","3385"
"C275419621","C771768546","TRANSFER","667257.72","3386"
"C603417156","C1530198582","CASH_OUT","667257.72","3387"
"C1221718544","C29028630","TRANSFER","667043.9","3388"
"C1676208609","C1263000252","CASH_OUT","667043.9","3389"
"C53387577","C1328394120","TRANSFER","665676.43","3390"
"C70707388","C1606093829","CASH_OUT","665676.43","3391"
"C1008719694","C1320083995","CASH_OUT","665489.33","3392"
"C399364024","C201700405","TRANSFER","665489.33","3393"
"C1370888603","C1110499013","CASH_OUT","664992.86","3394"
"C2021935445","C332249974","TRANSFER","664992.86","3395"
"C1795788636","C772286572","TRANSFER","662276.78","3396"
"C63997724","C2141524320","CASH_OUT","662276.78","3397"
"C383943825","C1857340685","CASH_OUT","662104.87","3398"
"C680679578","C1772715697","TRANSFER","662104.87","3399"
"C2133707942","C129318396","CASH_OUT","661558.27","3400"
"C644461702","C1700734681","TRANSFER","661558.27","3401"
"C1149059890","C777809380","CASH_OUT","660746.19","3402"
"C1587691701","C437134310","TRANSFER","660746.19","3403"
"C1169625105","C1123290650","TRANSFER","658855.33","3404"
"C343171866","C1639651535","CASH_OUT","658855.33","3405"
"C1165937367","C70514826","TRANSFER","658637.38","3406"
"C1494570595","C975876326","CASH_OUT","658637.38","3407"
"C1148562150","C1745091361","TRANSFER","657417.64","3408"
"C1843566745","C742045843","CASH_OUT","657417.64","3409"
"C1063463883","C268277254","CASH_OUT","656118.37","3410"
"C203547819","C1137673642","TRANSFER","656118.37","3411"
"C1072220674","C2110200242","CASH_OUT","655676.97","3412"
"C428343058","C1518840126","TRANSFER","655676.97","3413"
"C300902846","C443990229","CASH_OUT","655294.3","3414"
"C935429105","C1630335689","TRANSFER","655294.3","3415"
"C1137855045","C349558333","CASH_OUT","654250.76","3416"
"C440042528","C1075308511","TRANSFER","654250.76","3417"
"C1069288733","C1731869105","CASH_OUT","653983.93","3418"
"C951821221","C1535144828","TRANSFER","653983.93","3419"
"C1985193615","C967226405","CASH_OUT","653949.74","3420"
"C747760381","C2069990042","TRANSFER","653949.74","3421"
"C1103031078","C1355105404","TRANSFER","653151.55","3422"
"C1964629254","C1466275601","CASH_OUT","653151.55","3423"
"C1614818636","C362803701","CASH_OUT","652993.91","3424"
"C40604503","C1166857907","TRANSFER","652993.91","3425"
"C1743463751","C400200038","CASH_OUT","652782.54","3426"
"C851249845","C2109638287","TRANSFER","652782.54","3427"
"C726278083","C1737159019","TRANSFER","651477.38","3428"
"C919667911","C145427921","CASH_OUT","651477.38","3429"
"C1136009119","C864356085","TRANSFER","649968.87","3430"
"C1310618483","C892400741","CASH_OUT","649968.87","3431"
"C1136893398","C850364228","TRANSFER","646676.42","3432"
"C424693863","C791586843","CASH_OUT","646676.42","3433"
"C838054431","C371291592","CASH_OUT","645135.6","3434"
"C956307325","C59005653","TRANSFER","645135.6","3435"
"C649790605","C351734754","CASH_OUT","645104.5","3436"
"C986606051","C175407589","TRANSFER","645104.5","3437"
"C1053760019","C902583523","TRANSFER","644781.76","3438"
"C541658626","C911995008","CASH_OUT","644781.76","3439"
"C1396855009","C387448117","TRANSFER","644314.67","3440"
"C1472339088","C1506042377","CASH_OUT","644314.67","3441"
"C1834671253","C598267252","CASH_OUT","643052.88","3442"
"C1888967333","C1312240019","TRANSFER","643052.88","3443"
"C1813153162","C1755920310","TRANSFER","642364.74","3444"
"C790384924","C348795905","CASH_OUT","642364.74","3445"
"C1231531045","C1282254449","TRANSFER","640648.06","3446"
"C2092626574","C1839236136","CASH_OUT","640648.06","3447"
"C1557521706","C359361897","TRANSFER","639991.03","3448"
"C1750763630","C2000520198","CASH_OUT","639991.03","3449"
"C1449539752","C1011349802","TRANSFER","639680.32","3450"
"C272763259","C2129197098","CASH_OUT","639680.32","3451"
"C1675701683","C348036671","TRANSFER","639468.22","3452"
"C765437817","C799703422","CASH_OUT","639468.22","3453"
"C1168767749","C557403398","CASH_OUT","638693.49","3454"
"C2028086379","C1948809039","TRANSFER","638693.49","3455"
"C2102651625","C1551811070","TRANSFER","638487.85","3456"
"C810576421","C393990898","CASH_OUT","638487.85","3457"
"C1873382948","C916193312","CASH_OUT","636942.02","3458"
"C747042147","C310235538","TRANSFER","636942.02","3459"
"C1495290660","C1551587601","CASH_OUT","635409.32","3460"
"C818444263","C2044514813","TRANSFER","635409.32","3461"
"C387585754","C1352527302","TRANSFER","634911.47","3462"
"C66770799","C1680241779","CASH_OUT","634911.47","3463"
"C1791366162","C1152394024","TRANSFER","634385.97","3464"
"C998715487","C198443055","CASH_OUT","634385.97","3465"
"C1226913771","C1276739496","CASH_OUT","634046.89","3466"
"C2071768911","C922817338","TRANSFER","634046.89","3467"
"C1996751665","C533492345","TRANSFER","633610.66","3468"
"C382898342","C1625958226","CASH_OUT","633610.66","3469"
"C1624078570","C1413803153","TRANSFER","633459.44","3470"
"C1784566970","C557127820","CASH_OUT","633459.44","3471"
"C1088367372","C299996818","TRANSFER","633384.46","3472"
"C1908168438","C1252960751","CASH_OUT","633384.46","3473"
"C1778361668","C675358222","CASH_OUT","629958","3474"
"C465738897","C289330473","TRANSFER","629958","3475"
"C1683118896","C1072985725","CASH_OUT","628697.26","3476"
"C579184994","C855476478","TRANSFER","628697.26","3477"
"C461413843","C1733340039","TRANSFER","628033.58","3478"
"C583549280","C1565397957","CASH_OUT","628033.58","3479"
"C1003741197","C1742570828","CASH_OUT","627903.12","3480"
"C1189870907","C1726450502","TRANSFER","627903.12","3481"
"C1202568375","C1928207921","TRANSFER","627586.04","3482"
"C1801283933","C833344626","CASH_OUT","627586.04","3483"
"C1637164849","C1984867155","CASH_OUT","627088.33","3484"
"C2099684775","C835286210","TRANSFER","627088.33","3485"
"C714182090","C1823914038","TRANSFER","626673.66","3486"
"C974535194","C617136418","CASH_OUT","626673.66","3487"
"C1473713823","C147889892","TRANSFER","626195.24","3488"
"C739010400","C41563134","CASH_OUT","626195.24","3489"
"C1226035706","C1526048317","CASH_OUT","624686.04","3490"
"C1401632766","C1786081115","TRANSFER","624686.04","3491"
"C1477586121","C2081301197","TRANSFER","624015.52","3492"
"C523460795","C64387721","CASH_OUT","624015.52","3493"
"C2031063966","C1705815867","CASH_OUT","623152.72","3494"
"C462257354","C565177857","TRANSFER","623152.72","3495"
"C2071698582","C1036746993","TRANSFER","622235.32","3496"
"C615309889","C755984599","CASH_OUT","622235.32","3497"
"C2048762719","C177739457","CASH_OUT","621569.61","3498"
"C288917283","C652970534","TRANSFER","621569.61","3499"
"C1236437797","C1300584821","CASH_OUT","621387.64","3500"
"C1520262404","C622056239","TRANSFER","621387.64","3501"
"C2063271893","C1989548157","CASH_OUT","621080.67","3502"
"C323981419","C21881841","TRANSFER","621080.67","3503"
"C1773928363","C1457220029","CASH_OUT","621034.85","3504"
"C1846853736","C1061343039","TRANSFER","621034.85","3505"
"C1305407743","C910082449","TRANSFER","620791.47","3506"
"C47005930","C2048724307","CASH_OUT","620791.47","3507"
"C2009642313","C826590621","CASH_OUT","620512.76","3508"
"C580395183","C399005937","TRANSFER","620512.76","3509"
"C1020546526","C727304314","TRANSFER","619836.33","3510"
"C1847194687","C1466605034","CASH_OUT","619836.33","3511"
"C287805617","C2077204488","TRANSFER","619824.64","3512"
"C989559547","C537664657","CASH_OUT","619824.64","3513"
"C213157987","C1929563622","CASH_OUT","619502.08","3514"
"C675587163","C1770033069","TRANSFER","619502.08","3515"
"C1411461059","C2146664506","CASH_OUT","618381.01","3516"
"C1639715926","C1433454555","TRANSFER","618381.01","3517"
"C1716255280","C79653418","TRANSFER","618270.9","3518"
"C1842567543","C211836732","CASH_OUT","618270.9","3519"
"C1190371489","C371320047","TRANSFER","617882.66","3520"
"C274955922","C575981096","CASH_OUT","617882.66","3521"
"C426002729","C1313381818","CASH_OUT","617668.37","3522"
"C511096622","C1787080738","TRANSFER","617668.37","3523"
"C1033091830","C690014487","CASH_OUT","615954.92","3524"
"C114731289","C236726278","TRANSFER","615954.92","3525"
"C1007207376","C1470971810","CASH_OUT","615398.61","3526"
"C2116343175","C532704190","TRANSFER","615398.61","3527"
"C1021093618","C1029613730","TRANSFER","614145.31","3528"
"C2100152368","C413537349","CASH_OUT","614145.31","3529"
"C1747145837","C915095399","TRANSFER","613386.47","3530"
"C86115030","C387748036","CASH_OUT","613386.47","3531"
"C1744558124","C1412203774","CASH_OUT","613020.85","3532"
"C64369214","C189270859","TRANSFER","613020.85","3533"
"C160577338","C162068560","TRANSFER","612743.87","3534"
"C1830172898","C1813501651","CASH_OUT","612743.87","3535"
"C127795331","C81849981","TRANSFER","612241.76","3536"
"C540703512","C1639525130","CASH_OUT","612241.76","3537"
"C191516415","C278468625","TRANSFER","612229.86","3538"
"C199984853","C1428539340","CASH_OUT","612229.86","3539"
"C145364","C312230940","TRANSFER","609416.21","3540"
"C859655738","C901559615","CASH_OUT","609416.21","3541"
"C1295000556","C1061559557","TRANSFER","609400.88","3542"
"C1997658145","C688618982","CASH_OUT","609400.88","3543"
"C1751567663","C129769872","TRANSFER","609239.75","3544"
"C1997221686","C1705000386","CASH_OUT","609239.75","3545"
"C1818027225","C1832609455","CASH_OUT","608290.12","3546"
"C1988957761","C133170874","TRANSFER","608290.12","3547"
"C1995047813","C1810856999","CASH_OUT","607684.02","3548"
"C603912506","C100427864","TRANSFER","607684.02","3549"
"C1257308807","C1842247299","TRANSFER","606920.11","3550"
"C998785780","C2120671448","CASH_OUT","606920.11","3551"
"C1911204207","C1641192093","CASH_OUT","606501.57","3552"
"C602476051","C2044007748","TRANSFER","606501.57","3553"
"C1640703547","C2025320594","TRANSFER","605108.36","3554"
"C258213312","C1204527929","CASH_OUT","605108.36","3555"
"C1568238028","C506455454","CASH_OUT","605029.34","3556"
"C1589402029","C93781431","TRANSFER","605029.34","3557"
"C1085892947","C1138178950","CASH_OUT","604933.67","3558"
"C1769820937","C1536446312","TRANSFER","604933.67","3559"
"C279799028","C1465512134","CASH_OUT","602807.17","3560"
"C500424911","C2014202347","TRANSFER","602807.17","3561"
"C1023699777","C14537324","TRANSFER","601657.23","3562"
"C1756674752","C1497532505","CASH_OUT","601657.23","3563"
"C1113436018","C1251576610","CASH_OUT","601494.61","3564"
"C847336008","C1251618677","TRANSFER","601494.61","3565"
"C158423386","C1536033650","CASH_OUT","601222.02","3566"
"C1700633166","C1334915379","TRANSFER","601222.02","3567"
"C1396066056","C2095500377","CASH_OUT","600722.15","3568"
"C1741494580","C180982183","TRANSFER","600722.15","3569"
"C2106574163","C408852113","CASH_OUT","598426.68","3570"
"C652500321","C430642994","TRANSFER","598426.68","3571"
"C743026974","C1575584182","CASH_OUT","597806.2","3572"
"C771874815","C339883956","TRANSFER","597806.2","3573"
"C1160844097","C1114235292","CASH_OUT","597411.76","3574"
"C2113853115","C338573575","TRANSFER","597411.76","3575"
"C1219026147","C153716790","CASH_OUT","596127.11","3576"
"C431054678","C1864318595","TRANSFER","596127.11","3577"
"C1100776599","C385080311","TRANSFER","595854.2","3578"
"C630264516","C533475221","CASH_OUT","595854.2","3579"
"C554735206","C1403855588","TRANSFER","595558.89","3580"
"C917298078","C979963361","CASH_OUT","595558.89","3581"
"C2038871800","C699011744","TRANSFER","594577.22","3582"
"C422847899","C52390890","CASH_OUT","594577.22","3583"
"C1345990968","C623395017","CASH_OUT","594471.04","3584"
"C1886207550","C1120946694","TRANSFER","594471.04","3585"
"C1261111835","C340862934","TRANSFER","594229.77","3586"
"C1951866325","C1961052660","CASH_OUT","594229.77","3587"
"C300034494","C206270107","CASH_OUT","592737.43","3588"
"C30736240","C725738949","TRANSFER","592737.43","3589"
"C363777689","C1766850055","CASH_OUT","592615.53","3590"
"C366677925","C1433310823","TRANSFER","592615.53","3591"
"C1291245872","C497126314","CASH_OUT","592443.66","3592"
"C891276919","C1845646246","TRANSFER","592443.66","3593"
"C1250782425","C236114875","TRANSFER","591766.42","3594"
"C1492365838","C1180486169","CASH_OUT","591766.42","3595"
"C1231160667","C1547240563","CASH_OUT","591159.5","3596"
"C1654923779","C931026278","TRANSFER","591159.5","3597"
"C1420583441","C1377219388","TRANSFER","591032.52","3598"
"C535182399","C1176693072","CASH_OUT","591032.52","3599"
"C1286314834","C333643988","CASH_OUT","590229.26","3600"
"C2141349568","C862273791","TRANSFER","590229.26","3601"
"C253741905","C575853652","CASH_OUT","588173.24","3602"
"C723173004","C702315593","TRANSFER","588173.24","3603"
"C1534882693","C534658891","CASH_OUT","587031.2","3604"
"C1909564191","C2047987632","TRANSFER","587031.2","3605"
"C2045012639","C529372268","TRANSFER","586801.3","3606"
"C951521494","C2063022949","CASH_OUT","586801.3","3607"
"C1287528366","C1067341557","CASH_OUT","586718.88","3608"
"C153745102","C1921197760","TRANSFER","586718.88","3609"
"C1167167977","C1270499710","CASH_OUT","585511.14","3610"
"C1260112873","C344287323","TRANSFER","585511.14","3611"
"C1275728264","C62774884","CASH_OUT","585396.14","3612"
"C732924093","C1550431717","TRANSFER","585396.14","3613"
"C1948614614","C218558993","TRANSFER","585010.21","3614"
"C878935318","C2122554602","CASH_OUT","585010.21","3615"
"C1584934652","C795947524","CASH_OUT","582725.12","3616"
"C542772115","C1024515079","TRANSFER","582725.12","3617"
"C1154322501","C1687580441","CASH_OUT","582571.87","3618"
"C1164571434","C895361185","TRANSFER","582571.87","3619"
"C518343264","C596058183","TRANSFER","581889.94","3620"
"C541992132","C715094437","CASH_OUT","581889.94","3621"
"C1021314422","C2062695733","TRANSFER","581421.85","3622"
"C1175189548","C340833561","CASH_OUT","581421.85","3623"
"C495744024","C142420286","CASH_OUT","580673.57","3624"
"C851163410","C266966144","TRANSFER","580673.57","3625"
"C12585107","C1287650869","TRANSFER","580387.06","3626"
"C44130095","C836633488","CASH_OUT","580387.06","3627"
"C1797123067","C1963008787","TRANSFER","580010.03","3628"
"C764461588","C229248681","CASH_OUT","580010.03","3629"
"C1907944035","C541373010","CASH_OUT","577418.98","3630"
"C1081559148","C1173891780","TRANSFER","577301.73","3631"
"C857985850","C1545652297","CASH_OUT","577301.73","3632"
"C1784131536","C585236390","TRANSFER","575082.97","3633"
"C307372020","C1513349035","CASH_OUT","575082.97","3634"
"C132473843","C101909578","CASH_OUT","574709.63","3635"
"C1494632213","C664508349","TRANSFER","574709.63","3636"
"C546087307","C2079015862","TRANSFER","574588.22","3637"
"C758390812","C1232692327","CASH_OUT","574588.22","3638"
"C268648521","C2101174402","CASH_OUT","574072.72","3639"
"C844803674","C958694427","TRANSFER","574072.72","3640"
"C1106640250","C1843521479","TRANSFER","573266.42","3641"
"C1802792293","C203516640","CASH_OUT","573266.42","3642"
"C1600275467","C902858452","CASH_OUT","571163.03","3643"
"C250523545","C1652699189","TRANSFER","571163.03","3644"
"C1866696919","C1840997848","TRANSFER","570649.33","3645"
"C976192518","C582209368","CASH_OUT","570649.33","3646"
"C1042329949","C1463347457","CASH_OUT","570135.07","3647"
"C1797062826","C1005190137","TRANSFER","570135.07","3648"
"C139275925","C651397987","CASH_OUT","568918.32","3649"
"C1564763592","C516990655","TRANSFER","568918.32","3650"
"C1541348158","C264230226","CASH_OUT","568292.72","3651"
"C695109550","C21214474","TRANSFER","568292.72","3652"
"C1373739020","C1576761892","CASH_OUT","567932.31","3653"
"C710887172","C2057229481","TRANSFER","567932.31","3654"
"C1127265876","C661987351","CASH_OUT","567729.52","3655"
"C317779855","C1088161711","TRANSFER","567729.52","3656"
"C1435381938","C499232658","CASH_OUT","566156.42","3657"
"C1498185758","C1639518321","TRANSFER","566156.42","3658"
"C1357772203","C585432949","TRANSFER","566142.89","3659"
"C501067498","C2079441909","CASH_OUT","566142.89","3660"
"C1132334899","C1932342438","CASH_OUT","565346.12","3661"
"C1418682514","C1366479177","TRANSFER","565346.12","3662"
"C1524082386","C2033959349","TRANSFER","564699.59","3663"
"C983474187","C1474387671","CASH_OUT","564699.59","3664"
"C1090265610","C717934404","CASH_OUT","564263.94","3665"
"C656681397","C1487339522","TRANSFER","564263.94","3666"
"C1205919663","C1646816538","CASH_OUT","563388.67","3667"
"C1663837850","C76747824","TRANSFER","563388.67","3668"
"C1064157081","C755322456","TRANSFER","563149.41","3669"
"C1079337250","C1882398293","CASH_OUT","563149.41","3670"
"C1424142386","C248271098","CASH_OUT","561948.38","3671"
"C856217790","C1278181974","TRANSFER","561948.38","3672"
"C1513799363","C519065458","TRANSFER","561446.32","3673"
"C46584034","C889161181","CASH_OUT","561446.32","3674"
"C442133026","C952759841","CASH_OUT","561374.78","3675"
"C796147836","C723898004","TRANSFER","561374.78","3676"
"C1581439980","C89425517","CASH_OUT","561149.9","3677"
"C71755087","C1714094966","TRANSFER","561149.9","3678"
"C1493011618","C1620712399","TRANSFER","561027.94","3679"
"C1977012169","C2046543402","CASH_OUT","561027.94","3680"
"C1760459612","C1179364463","CASH_OUT","559565.82","3681"
"C322093816","C1267169674","TRANSFER","559565.82","3682"
"C1925386760","C1909453139","TRANSFER","558136.45","3683"
"C711889939","C1052521330","CASH_OUT","558136.45","3684"
"C1190521661","C1567764028","TRANSFER","558050.49","3685"
"C157484257","C2055772170","CASH_OUT","558050.49","3686"
"C1563918276","C2064216341","CASH_OUT","557950.06","3687"
"C1892460908","C872133707","TRANSFER","557950.06","3688"
"C1352632732","C1169865879","TRANSFER","556720.82","3689"
"C1521556505","C1224252499","CASH_OUT","556720.82","3690"
"C1769581889","C217441120","TRANSFER","556218.01","3691"
"C589143360","C1992550266","CASH_OUT","556218.01","3692"
"C10297666","C412996348","CASH_OUT","555731.98","3693"
"C2046149869","C1910853781","TRANSFER","555731.98","3694"
"C1651626047","C1496518496","TRANSFER","555574.92","3695"
"C857225298","C1399829166","CASH_OUT","555574.92","3696"
"C308889454","C141414644","TRANSFER","555328.55","3697"
"C482849190","C1421855505","CASH_OUT","555328.55","3698"
"C1683014037","C330996942","TRANSFER","554522.67","3699"
"C293955297","C585602438","CASH_OUT","554522.67","3700"
"C1099639070","C574402846","CASH_OUT","554501.15","3701"
"C1771742794","C799681184","TRANSFER","554501.15","3702"
"C1967632347","C1971557254","TRANSFER","553399.25","3703"
"C680994406","C221622307","CASH_OUT","553399.25","3704"
"C1285139783","C2050267427","TRANSFER","553328.24","3705"
"C964493655","C471673536","CASH_OUT","553328.24","3706"
"C1393741272","C858651729","TRANSFER","553124.56","3707"
"C1914819336","C1718348332","CASH_OUT","553124.56","3708"
"C1633390625","C1517406910","TRANSFER","550231.35","3709"
"C1985542113","C121844862","CASH_OUT","550231.35","3710"
"C538261432","C525961940","TRANSFER","549159.68","3711"
"C844873214","C1937972935","CASH_OUT","549159.68","3712"
"C676285921","C1205336218","CASH_OUT","548677.33","3713"
"C703367289","C428179224","TRANSFER","548677.33","3714"
"C1838392320","C1134214570","TRANSFER","548335.12","3715"
"C687300462","C1048805642","CASH_OUT","548335.12","3716"
"C145966586","C979594589","CASH_OUT","548269.98","3717"
"C172609143","C106756368","TRANSFER","548269.98","3718"
"C2011336849","C966258334","CASH_OUT","548161.93","3719"
"C814345778","C1464577173","TRANSFER","548161.93","3720"
"C1661851556","C1014616442","TRANSFER","547672.2","3721"
"C969404866","C1342571272","CASH_OUT","547672.2","3722"
"C1184365797","C1197863823","TRANSFER","545780.7","3723"
"C68418619","C1298522904","CASH_OUT","545780.7","3724"
"C1198732254","C617614244","CASH_OUT","544352.53","3725"
"C1346698733","C302377152","TRANSFER","544352.53","3726"
"C1019069883","C899985464","TRANSFER","542393.87","3727"
"C542918191","C308665195","CASH_OUT","542393.87","3728"
"C572669478","C899620238","TRANSFER","542222.77","3729"
"C651782265","C571026687","CASH_OUT","542222.77","3730"
"C1850675328","C7396544","TRANSFER","541486.74","3731"
"C1890301666","C1690450684","CASH_OUT","541486.74","3732"
"C1521707504","C1498366839","TRANSFER","541115.02","3733"
